id,latitude,longitude,time,magnitude
102,13.3077,92.4291,2023-03-07 11:11:46,4.9
103,16.1726,93.3461,2023-03-02 15:04:26,4.5
104,9.8546,92.7139,2023-02-24 07:03:17,4.3
105,9.2648,93.945,2023-02-22 09:31:56,4.5
106,15.2852,96.1335,2023-02-21 04:40:49,4.1
107,12.1363,93.5873,2023-01-30 18:45:37,5.0
108,10.0936,93.5847,2023-01-19 11:34:03,4.8
109,12.1382,94.4587,2023-01-19 01:17:56,4.5
110,11.5055,95.1941,2023-01-18 01:46:55,4.4
111,11.2892,91.8207,2023-01-10 23:00:07,4.1
112,11.9644,92.6224,2023-01-07 21:18:36,4.2
113,10.7847,95.0957,2023-01-03 01:05:36,4.3
114,10.8475,95.1111,2023-01-03 00:22:01,4.1
115,10.8119,91.5945,2023-01-02 20:11:27,4.4
116,17.4535,93.4248,2023-01-01 05:27:09,4.7
117,11.4848,95.0,2022-12-27 02:29:38,4.1
118,9.0305,93.8649,2022-12-26 22:50:52,4.3
119,12.7697,93.6157,2022-12-12 07:18:46,4.3
120,16.2204,96.1142,2022-12-04 11:33:49,4.0
121,12.4388,93.9863,2022-11-30 14:39:32,4.1
122,13.5414,94.2712,2022-10-30 23:02:28,4.5
123,11.5884,93.1518,2022-10-20 06:46:55,5.1
124,9.1283,94.0138,2022-10-14 13:19:13,4.5
125,10.0567,93.9519,2022-10-11 01:35:54,4.1
126,14.4837,92.9479,2022-09-28 12:13:36,4.6
127,13.9268,93.6242,2022-09-02 07:13:05,5.6
128,10.3923,93.8489,2022-08-28 03:16:16,4.6
129,10.2856,93.8306,2022-08-07 15:44:30,4.6
130,10.3022,94.1785,2022-07-14 01:36:40,4.4
131,10.3187,94.1649,2022-07-08 21:34:33,4.5
132,9.921,94.2657,2022-07-08 21:23:56,4.1
133,10.4818,94.1885,2022-07-08 21:04:40,5.2
134,10.3507,94.0642,2022-07-08 19:36:45,4.2
135,10.3855,94.2628,2022-07-08 19:16:15,4.8
136,10.3897,94.1656,2022-07-08 19:15:47,4.5
137,10.4157,94.0481,2022-07-07 01:02:12,4.3
138,10.3391,94.2494,2022-07-06 19:51:51,4.6
139,10.4174,94.1129,2022-07-06 18:31:23,4.5
140,10.4009,94.3816,2022-07-06 17:52:00,4.5
141,10.3877,94.0749,2022-07-06 15:16:27,4.5
142,10.368,94.2181,2022-07-06 08:01:06,4.9
143,10.3261,94.1081,2022-07-06 00:32:44,4.0
144,10.4628,94.1034,2022-07-06 00:26:14,4.9
145,10.553,94.1619,2022-07-05 14:50:19,4.9
146,10.3995,94.1516,2022-07-05 13:16:44,4.2
147,10.4254,94.1424,2022-07-05 10:24:13,4.2
148,10.2992,94.3324,2022-07-05 09:44:02,4.7
149,10.3821,94.0983,2022-07-05 08:19:07,4.3
150,10.2608,94.1562,2022-07-05 07:48:33,4.8
151,10.3286,94.1991,2022-07-05 06:46:45,4.3
152,10.2666,94.2833,2022-07-05 06:06:13,5.0
153,10.4449,93.87,2022-07-05 03:21:57,4.3
154,10.3288,94.0598,2022-07-05 02:34:57,4.9
155,10.2316,94.0501,2022-07-05 01:10:46,4.2
156,10.3451,94.25,2022-07-05 00:26:57,5.4
157,10.2778,93.8421,2022-07-05 00:10:04,4.5
158,10.4198,94.0743,2022-07-04 23:38:46,4.5
159,10.2329,94.2382,2022-07-04 23:15:13,4.6
160,10.4627,94.1965,2022-07-04 21:59:01,4.2
161,10.3032,94.1408,2022-07-04 21:24:41,4.9
162,10.4048,94.2584,2022-07-04 21:18:26,4.4
163,10.3526,94.2481,2022-07-04 21:03:56,4.9
164,10.4204,94.2649,2022-07-04 20:43:48,4.9
165,10.5545,94.1795,2022-07-04 20:18:13,4.9
166,10.2384,94.0024,2022-07-04 20:02:48,4.5
167,10.4646,94.4605,2022-07-04 20:00:39,4.6
168,10.2638,93.9224,2022-07-04 19:36:57,5.0
169,10.4137,93.7228,2022-07-04 19:16:37,4.6
170,10.1636,94.1024,2022-07-04 18:33:26,4.2
171,10.4137,94.2287,2022-07-04 18:07:44,4.7
172,10.2429,94.1027,2022-07-04 18:04:26,4.8
173,10.4139,94.2442,2022-07-04 18:03:50,4.1
174,10.4304,94.2504,2022-07-04 17:31:21,4.9
175,10.3736,94.244,2022-07-04 15:13:07,4.2
176,10.3123,94.1286,2022-07-04 15:03:43,4.4
177,9.9627,94.1363,2022-07-04 14:19:39,4.5
178,10.3479,94.0109,2022-07-04 14:16:07,4.5
179,10.3415,94.1421,2022-07-04 13:48:36,4.2
180,10.4368,94.1791,2022-07-04 12:56:53,4.3
181,10.2341,94.2256,2022-07-04 12:51:33,4.5
182,10.1412,94.2325,2022-07-04 12:20:35,4.6
183,10.3944,94.2851,2022-07-04 11:48:11,5.0
184,10.4407,94.2815,2022-07-04 11:15:37,4.1
185,10.3008,94.2772,2022-07-04 10:09:04,4.5
186,10.4125,94.2547,2022-07-04 09:55:20,5.0
187,10.4254,94.2342,2022-07-04 09:46:49,4.5
188,10.3642,94.1744,2022-07-04 09:32:33,4.7
189,10.2576,93.8591,2022-07-04 09:11:06,4.3
190,10.3072,94.1437,2022-07-04 09:07:03,5.0
191,10.429,94.1853,2022-07-04 08:36:20,5.1
192,10.3038,94.2014,2022-07-04 08:25:27,4.7
193,10.357,94.1381,2022-07-04 08:02:40,4.9
194,10.4216,94.0878,2022-07-04 05:35:52,4.7
195,10.5852,91.6122,2022-06-22 14:25:32,4.6
196,10.576,91.58,2022-06-21 01:45:48,4.2
197,8.9386,93.6528,2022-06-05 09:11:38,5.1
198,17.5218,94.253,2022-06-02 03:25:38,4.3
199,17.4462,94.2498,2022-06-01 16:43:15,5.2
200,12.9434,93.4548,2022-05-27 02:20:15,4.5
201,10.1921,93.8311,2022-05-09 22:08:05,4.6
202,9.6727,93.4999,2022-05-09 22:06:30,4.5
203,13.463,94.0877,2022-05-09 17:16:16,4.2
204,10.3658,94.1521,2022-05-09 16:10:23,4.3
205,10.3401,92.4602,2022-05-04 20:36:17,4.6
206,13.1672,93.0378,2022-04-30 17:34:05,4.5
207,13.9992,92.9511,2022-04-22 03:51:27,4.9
208,14.6269,93.0229,2022-03-28 21:22:33,4.7
209,12.8771,92.9804,2022-03-25 17:58:26,4.2
210,14.5923,93.0222,2022-03-20 21:54:49,4.1
211,15.2373,93.5889,2022-03-13 03:28:19,4.2
212,10.8986,94.8857,2022-02-20 11:43:42,4.3
213,10.5863,94.3334,2022-01-29 23:46:31,4.4
214,10.7625,91.4855,2022-01-23 15:50:16,4.6
215,10.6973,91.5003,2022-01-23 15:21:50,4.5
216,17.562,84.9267,2022-01-22 08:46:23,4.2
217,11.0371,93.2253,2022-01-08 05:42:01,4.3
218,11.9077,93.6061,2022-01-04 15:02:42,4.6
219,13.0711,93.0237,2022-01-04 01:14:27,4.7
220,9.8601,93.4354,2021-12-29 00:01:00,5.0
221,10.2993,94.0416,2021-12-21 21:08:33,5.0
222,13.7242,92.7441,2021-12-19 03:19:46,5.1
223,15.9095,93.0067,2021-11-14 10:30:11,4.8
224,10.9014,91.8348,2021-10-31 07:38:04,4.4
225,12.9223,92.488,2021-10-24 05:48:39,4.3
226,13.7634,93.7206,2021-10-05 01:12:16,4.9
227,11.7507,95.2935,2021-09-30 13:05:36,4.4
228,9.7592,93.6952,2021-09-21 18:14:55,4.7
229,10.4507,93.2806,2021-09-14 18:47:12,4.4
230,12.8565,95.722,2021-09-13 16:30:44,4.5
231,14.1061,92.9896,2021-09-11 03:20:17,5.2
232,10.3157,93.729,2021-09-09 03:52:36,4.5
233,10.263,93.728,2021-09-09 03:44:28,4.8
234,9.9208,93.3105,2021-09-09 03:36:09,4.3
235,10.1316,93.9833,2021-09-09 03:02:25,4.7
236,10.1164,91.5131,2021-09-04 12:53:31,4.4
237,10.1169,91.4548,2021-09-04 12:10:24,4.2
238,13.6444,93.5461,2021-09-04 10:07:22,4.2
239,10.2773,93.9046,2021-09-02 03:21:59,4.2
240,10.9134,91.5518,2021-08-31 16:05:14,4.3
241,10.1749,93.839,2021-08-30 18:54:46,4.6
242,14.4654,83.0456,2021-08-24 07:05:53,5.1
243,10.5463,92.1946,2021-08-23 05:16:52,4.7
244,10.7582,94.4328,2021-08-22 07:57:01,4.1
245,14.0695,92.8419,2021-08-20 00:27:34,4.6
246,12.3093,95.038,2021-08-14 19:50:17,4.7
247,16.4467,94.1222,2021-08-10 05:50:16,4.1
248,8.8991,94.1059,2021-08-06 03:49:24,4.6
249,8.8132,94.0532,2021-08-05 12:46:00,5.1
250,8.8466,94.1924,2021-08-04 18:00:53,4.6
251,8.7969,94.0796,2021-08-04 17:57:40,5.5
252,9.0695,94.2481,2021-08-04 01:56:10,4.4
253,9.02,93.9111,2021-08-03 07:39:35,4.7
254,8.9515,94.1539,2021-08-03 03:54:54,4.3
255,9.0073,94.1651,2021-08-03 03:43:53,5.8
256,8.8813,94.0183,2021-08-03 03:42:38,6.1
257,8.8628,94.0564,2021-08-03 03:42:07,5.3
258,9.0127,94.1198,2021-08-03 01:51:14,5.3
259,13.6942,92.7449,2021-07-12 20:14:51,4.6
260,11.0785,93.4623,2021-07-07 20:21:09,4.2
261,10.2844,91.567,2021-06-02 19:45:34,4.6
262,12.8061,93.3096,2021-06-01 01:09:21,4.5
263,10.7126,91.5096,2021-05-27 13:00:46,4.4
264,13.2087,92.8437,2021-05-25 14:14:37,4.5
265,11.7799,94.876,2021-05-24 03:49:09,4.5
266,14.5393,93.7329,2021-05-17 22:54:34,4.1
267,9.0163,92.2062,2021-05-12 03:58:23,4.6
268,10.4847,93.8566,2021-04-21 19:45:14,4.3
269,9.9295,93.1765,2021-04-21 19:39:01,4.4
270,10.5902,94.2339,2021-04-21 19:34:42,4.6
271,10.8839,91.5252,2021-04-14 16:45:09,4.1
272,17.7099,94.1714,2021-03-25 00:28:53,4.3
273,11.987,94.5015,2021-02-16 20:36:52,4.7
274,9.1314,93.8707,2021-02-15 13:53:17,4.4
275,13.9209,96.4846,2021-02-08 15:40:37,4.4
276,13.1497,92.5328,2021-01-27 02:52:29,4.4
277,16.0246,92.9758,2020-12-26 14:19:09,4.5
278,12.619,93.2653,2020-12-06 13:35:41,4.6
279,10.1668,93.6071,2020-11-26 02:00:31,4.3
280,14.0018,92.5891,2020-11-22 00:00:40,4.3
281,13.7389,92.4013,2020-11-17 03:28:22,4.3
282,13.9453,92.9836,2020-11-07 06:19:11,4.5
283,12.1851,95.7845,2020-10-14 23:39:01,4.3
284,13.1472,93.1904,2020-09-07 21:37:50,4.7
285,14.0641,93.0643,2020-09-06 11:36:45,4.1
286,9.5672,93.3607,2020-08-19 20:53:04,4.9
287,12.1567,94.9118,2020-07-20 22:52:49,4.5
288,12.1027,94.9647,2020-07-17 18:33:00,5.7
289,12.0002,95.1209,2020-07-17 17:45:23,4.8
290,11.9603,94.7105,2020-07-17 14:43:18,5.0
291,11.984,94.8885,2020-07-17 14:03:42,6.1
292,11.8869,94.9157,2020-07-17 13:29:05,5.1
293,11.8654,95.0388,2020-07-17 05:37:17,4.6
294,11.6984,95.0094,2020-07-17 05:01:13,4.8
295,14.3503,92.992,2020-07-12 21:06:47,4.6
296,8.8774,93.9083,2020-07-12 19:34:50,4.4
297,12.9785,92.4828,2020-07-07 23:49:28,4.6
298,12.9095,92.6873,2020-06-28 03:26:21,4.2
299,15.1779,96.2038,2020-06-24 22:28:28,4.3
300,10.2844,93.7934,2020-06-11 10:48:34,4.6
301,14.1533,91.6121,2020-06-09 20:47:35,4.6
302,9.3203,92.7019,2020-06-07 15:14:20,4.5
303,10.8899,92.5217,2020-05-31 13:03:58,4.7
304,12.6084,93.2388,2020-05-30 23:12:23,4.4
305,11.7257,92.3273,2020-05-29 00:30:29,4.5
306,14.0613,94.01,2020-05-23 09:11:36,4.7
307,11.3192,93.5383,2020-05-22 19:43:08,4.3
308,16.6323,94.4495,2020-05-06 11:26:53,4.1
309,12.1157,92.936,2020-04-27 19:54:31,4.4
310,9.3687,92.9668,2020-04-21 00:09:10,4.8
311,17.3704,95.1694,2020-04-20 05:19:15,4.2
312,12.0153,92.9576,2020-04-13 17:34:03,4.3
313,8.8624,93.9608,2020-03-19 12:58:56,4.9
314,17.6247,94.3051,2020-03-03 09:18:50,4.9
315,10.5177,94.0622,2020-02-12 19:17:55,4.3
316,17.6453,94.317,2020-02-11 17:52:42,4.6
317,13.1329,93.2938,2020-02-10 18:20:09,4.9
318,12.8396,92.6303,2020-02-09 08:48:50,4.4
319,11.1226,93.5748,2020-02-07 11:00:40,4.4
320,10.3105,93.7827,2020-01-29 15:10:53,5.0
321,8.8585,93.5608,2020-01-06 15:08:03,4.9
322,13.7191,93.4256,2019-11-29 17:50:18,4.9
323,14.2308,93.0511,2019-11-27 10:07:13,4.5
324,10.9861,95.15,2019-11-20 14:06:55,4.6
325,11.2863,92.9571,2019-11-17 23:05:55,5.1
326,13.3676,93.5713,2019-10-12 06:50:56,4.4
327,10.9759,91.65,2019-09-29 09:02:11,4.7
328,10.7932,91.6736,2019-09-26 19:31:59,4.2
329,10.8407,91.6606,2019-09-26 19:15:33,4.7
330,14.0514,93.5854,2019-09-16 18:49:44,4.0
331,10.9512,91.8646,2019-09-11 15:40:17,4.6
332,16.2305,95.0566,2019-09-10 20:18:44,4.6
333,13.1,93.2394,2019-08-28 13:40:06,5.0
334,9.1171,93.5712,2019-08-21 09:19:12,4.9
335,11.9126,95.0085,2019-08-04 01:26:14,5.0
336,14.1694,93.4565,2019-08-01 00:43:18,4.5
337,11.8542,94.8332,2019-07-17 16:55:35,4.9
338,9.3763,87.1121,2019-07-05 17:08:27,5.0
339,10.0265,93.88,2019-06-23 02:35:14,4.3
340,12.1229,92.709,2019-06-17 22:19:59,4.9
341,17.0952,93.9096,2019-06-15 06:23:19,4.0
342,8.9159,93.7546,2019-05-26 02:19:49,4.6
343,10.8163,91.6187,2019-05-24 23:19:53,4.7
344,13.8738,92.9593,2019-05-24 21:23:35,5.0
345,10.6348,91.4341,2019-05-24 20:44:37,4.2
346,13.8855,92.9713,2019-05-22 00:39:34,5.6
347,10.7841,93.5461,2019-05-07 08:24:12,4.6
348,12.5345,93.2991,2019-05-06 14:53:18,4.4
349,10.9578,91.7043,2019-04-25 18:50:52,4.2
350,10.2274,92.4997,2019-04-23 14:14:44,4.5
351,12.4345,93.5064,2019-04-15 13:33:49,4.2
352,14.069,93.1441,2019-04-13 23:02:50,4.5
353,11.8499,92.8553,2019-04-12 11:23:00,4.7
354,10.5622,93.7769,2019-04-12 01:56:59,4.2
355,13.1345,95.4198,2019-04-08 01:54:52,5.1
356,11.168,95.1437,2019-03-28 03:08:13,5.2
357,13.9762,93.1001,2019-03-23 11:34:01,4.9
358,14.1145,93.0433,2019-03-23 11:29:27,5.2
359,11.9231,92.8488,2019-03-20 10:27:35,4.9
360,11.8129,93.6513,2019-03-11 01:14:29,4.5
361,9.9945,92.7724,2019-03-10 13:20:08,4.7
362,10.2536,93.7785,2019-02-24 17:12:11,4.3
363,13.4538,91.7532,2019-02-12 20:21:21,4.4
364,14.4616,85.7332,2019-02-12 01:32:27,4.9
365,14.8932,99.1007,2018-12-30 15:39:19,4.3
366,12.8155,93.5007,2018-12-27 16:46:09,4.4
367,8.791,93.8375,2018-10-28 16:53:43,4.8
368,12.9046,92.2347,2018-10-01 13:24:44,5.1
369,10.4733,91.652,2018-09-29 08:18:00,4.1
370,10.7666,91.6059,2018-08-24 12:18:07,4.5
371,10.5721,91.7204,2018-08-24 10:49:27,5.5
372,16.0979,96.5102,2018-08-16 06:50:11,4.3
373,14.0665,93.2233,2018-08-13 16:07:11,4.9
374,10.9238,91.8114,2018-07-17 14:42:22,4.6
375,12.9343,93.4058,2018-07-10 07:36:30,4.5
376,14.5383,96.4654,2018-07-04 20:34:52,5.1
377,11.353,93.0778,2018-07-04 17:54:56,4.0
378,15.5507,94.3396,2018-07-04 11:08:16,4.5
379,13.1567,92.5196,2018-07-04 07:12:50,5.3
380,13.276,93.5947,2018-07-03 23:55:23,4.4
381,14.0705,92.8391,2018-06-28 19:03:21,4.4
382,10.1921,93.0909,2018-06-20 19:04:15,4.5
383,16.4057,96.334,2018-06-18 13:56:48,4.3
384,13.5505,92.9769,2018-06-10 22:38:27,4.5
385,9.5212,93.4269,2018-05-28 02:00:00,5.2
386,10.8902,93.6517,2018-05-25 17:41:54,4.7
387,11.0716,93.5682,2018-04-24 01:15:43,4.4
388,13.1779,92.3513,2018-04-23 18:01:26,4.9
389,16.7503,95.8211,2018-04-18 07:55:36,4.2
390,16.1878,95.7911,2018-04-14 22:27:32,4.1
391,13.8976,92.8286,2018-04-09 23:11:38,4.0
392,12.5671,93.7551,2018-03-16 19:58:33,4.3
393,11.9132,92.2633,2018-03-15 17:07:05,4.3
394,12.3644,93.1316,2018-02-13 02:39:53,5.6
395,16.2174,96.5388,2018-02-04 08:42:02,4.1
396,14.6681,92.6095,2018-01-24 11:01:46,4.3
397,12.1779,92.4336,2018-01-14 15:48:09,4.7
398,17.6825,94.4005,2018-01-06 22:56:57,4.1
399,10.0394,93.0186,2017-12-22 15:58:49,4.8
400,9.7595,93.5468,2017-12-19 13:23:32,4.9
401,11.8055,93.8373,2017-12-11 16:49:48,4.6
402,12.1948,95.085,2017-12-02 19:36:18,4.4
403,9.8714,93.1863,2017-11-13 13:41:53,4.3
404,16.3955,95.0669,2017-11-12 01:16:56,4.0
405,13.7225,92.9359,2017-10-25 18:20:47,4.7
406,13.032,93.3537,2017-10-10 14:42:26,4.6
407,12.9368,92.4082,2017-10-09 19:32:39,4.5
408,10.993,94.7616,2017-10-06 20:59:02,4.1
409,12.0039,95.0977,2017-10-06 14:00:33,5.1
410,12.8533,91.9221,2017-10-02 23:31:42,4.7
411,12.898,92.3426,2017-10-01 14:35:36,4.5
412,12.7332,91.9129,2017-10-01 12:49:04,4.6
413,12.8183,92.0967,2017-09-17 14:48:11,5.0
414,12.7773,92.0628,2017-09-17 10:27:11,4.5
415,12.8959,91.9514,2017-09-15 22:37:58,4.2
416,11.1912,93.763,2017-09-11 16:44:54,4.4
417,10.2437,93.1611,2017-09-06 00:10:55,5.0
418,9.2814,93.1142,2017-09-03 06:52:17,4.9
419,13.639,92.8043,2017-08-11 03:34:53,4.5
420,14.384,93.7029,2017-07-13 22:18:37,4.2
421,9.8244,93.9746,2017-07-12 22:33:37,4.3
422,10.0742,93.5741,2017-06-24 14:26:44,4.4
423,10.3004,93.2343,2017-05-30 22:24:43,4.4
424,12.7126,93.5971,2017-05-17 17:45:54,4.6
425,11.4865,95.052,2017-05-16 14:04:40,4.6
426,13.7401,92.548,2017-05-05 17:58:35,5.0
427,9.2736,87.0302,2017-04-22 18:45:12,4.1
428,14.4592,93.0491,2017-04-05 16:44:36,5.3
429,17.1534,95.9052,2017-03-30 10:34:53,4.2
430,9.9624,93.5567,2017-03-19 08:57:06,4.6
431,12.91,95.8132,2017-03-18 15:58:21,4.4
432,11.1741,92.8778,2017-03-17 14:01:43,4.8
433,17.3992,95.9996,2017-03-13 14:19:06,5.1
434,11.6348,92.1878,2017-03-01 16:21:05,4.1
435,12.2124,93.2046,2017-03-01 03:16:52,4.5
436,12.2,94.9698,2017-01-18 15:42:40,4.9
437,16.7482,94.12,2016-12-29 05:52:03,4.4
438,13.341,92.327,2016-12-27 21:21:53,4.4
439,12.3232,91.9315,2016-12-23 04:56:16,4.4
440,10.9345,91.886,2016-12-03 19:42:11,4.7
441,13.301,93.048,2016-09-20 09:10:11,4.3
442,10.3504,92.6927,2016-09-19 12:57:31,4.6
443,12.8909,92.492,2016-09-16 05:18:49,4.3
444,10.1636,91.7111,2016-09-15 02:30:46,5.0
445,10.2454,91.637,2016-09-13 11:59:49,4.7
446,9.8342,93.2204,2016-09-11 05:07:48,4.6
447,13.5061,92.7137,2016-09-04 22:28:38,4.2
448,9.0105,95.5605,2016-08-26 18:24:21,4.5
449,9.1191,94.4457,2016-08-26 18:22:55,4.4
450,9.2005,93.9551,2016-08-26 18:20:49,4.7
451,11.9017,93.5881,2016-08-18 18:23:56,4.6
452,14.9748,96.4342,2016-07-24 23:09:49,5.0
453,12.7303,93.3143,2016-07-24 15:33:07,4.4
454,15.4873,93.8979,2016-07-15 16:08:02,4.6
455,12.0821,95.1704,2016-07-13 17:56:32,4.5
456,10.2558,92.2057,2016-05-22 22:32:36,4.1
457,11.3506,91.5047,2016-05-09 16:03:47,5.2
458,11.2676,91.4012,2016-05-09 16:00:22,4.3
459,10.2055,91.5917,2016-04-24 21:55:42,4.3
460,9.9398,93.8287,2016-04-22 02:43:05,4.5
461,10.2564,93.7772,2016-04-19 20:47:57,4.4
462,10.2153,93.6895,2016-04-19 20:32:57,5.3
463,12.9466,92.3335,2016-04-18 15:29:54,4.7
464,12.5623,95.1787,2016-04-13 14:14:03,4.9
465,10.2834,93.5317,2016-03-13 15:04:36,4.3
466,10.3914,92.4579,2016-03-12 09:39:37,4.2
467,9.5751,93.4345,2016-03-08 09:55:34,4.4
468,10.2974,93.6503,2016-02-28 23:11:03,4.0
469,13.4762,93.915,2016-02-27 00:31:05,4.5
470,14.2695,93.2464,2016-02-04 15:30:49,5.1
471,10.3608,93.3475,2016-02-03 15:24:07,4.4
472,13.7261,93.8004,2016-01-27 22:09:56,4.6
473,11.7568,92.8636,2016-01-15 19:24:52,4.3
474,16.5725,96.4762,2016-01-12 14:59:35,4.4
475,13.5519,92.7103,2016-01-11 06:56:37,4.1
476,12.0291,93.1309,2016-01-04 02:28:04,4.2
477,9.4948,93.7925,2015-12-17 03:04:44,4.6
478,12.6843,93.4126,2015-12-16 04:48:19,4.7
479,10.4689,93.9392,2015-12-09 12:00:19,4.5
480,12.5328,93.687,2015-11-28 18:32:56,4.4
481,10.2874,91.622,2015-11-27 18:58:53,4.4
482,13.714,93.5448,2015-11-15 09:18:57,4.5
483,10.2513,93.803,2015-09-29 19:05:17,4.3
484,13.0849,92.4507,2015-09-23 04:51:32,4.4
